id_usuario,edad_usuario,genero_usuario,fecha_origen_recorrido,id_estacion_origen,nombre_estacion_origen,direccion_estacion_origen,capacidad_estacion_origen,lat_estacion_origen,long_estacion_origen,duracion_recorrido,fecha_destino_recorrido,id_estacion_destino,nombre_estacion_destino,direccion_estacion_destino,capacidad_estacion_destino,lat_estacion_destino,long_estacion_destino,servicio
12157,,,2019-05-10 14:23:13,45.0,Uruguay,Uruguay Av. 561,20.0,-34.6018635,-58.3866934,0 days 00:24:11.000000000,2019-05-10 14:47:24,175.0,Constitución,"Garay, Juan De Av. 1050",36.0,-34.6267408,-58.38093489999999,nuevo
8413,,,2019-05-10 14:41:01,36.0,MAIPÚ,Maipu 300,16.0,-34.6045481,-58.3767677,0 days 00:32:56.000000000,2019-05-10 15:13:57,82.0,HOSPITAL ITALIANO,Rawson 394,20.0,-34.6078917,-58.4263947,nuevo
79346,,,2019-07-16 16:24:19,130.0,RETIRO II,,40.0,-34.592105600000004,-58.3745419,0 days 00:14:45.000000000,2019-07-16 16:39:04,98.0,Moreno,Moreno 838,16.0,-34.6117981,-58.378471700000006,nuevo
26132,,,2019-05-18 01:15:50,214.0,Armenia y Gorriti,Armenia 1525,16.0,-34.5905808,-58.428962399999996,0 days 00:18:06.000000000,2019-05-18 01:33:56,222.0,Godoy Cruz y Libertador,Godoy Cruz 3279,20.0,-34.5727715,-58.4206642,nuevo
355794,,,2019-07-24 09:09:46,380.0,Cervantes y Trelles,Cervantes 1683,20.0,-34.60603820000001,-58.46481,0 days 00:38:03.000000000,2019-07-24 09:47:49,28.0,Plaza Boedo,"Calvo, Carlos 3310",20.0,-34.6231273,-58.4127377,nuevo
384451,,,2019-07-03 14:59:04,341.0,Margariños Cervantes y Argerich,"Magariños Cervantes, A. 3011",16.0,-34.6142336,-58.4813858,0 days 00:53:50.000000000,2019-07-03 15:52:54,82.0,HOSPITAL ITALIANO,Rawson 394,20.0,-34.6078917,-58.4263947,nuevo
198080,,,2019-07-10 19:53:06,254.0,PRIMERA JUNTA,Rivadavia Av. y Barco Centenera Del,16.0,-34.6206836,-58.4415718,0 days 00:30:39.000000000,2019-07-10 20:23:45,175.0,Constitución,"Garay, Juan De Av. 1050",36.0,-34.6267408,-58.38093489999999,nuevo
334135,,,2019-06-21 12:58:32,289.0,BARRANCAS DE BELGRANO,"Sucre, Antonio Jose De, Mcal. y Vertiz Virrey Av.",24.0,-34.559793400000004,-58.4484316,0 days 00:15:49.000000000,2019-06-21 13:14:21,358.0,Balbín,Conesa 2519,12.0,-34.561546500000006,-58.4655255,nuevo
39535,,,2019-05-14 18:56:11,217.0,HOSPITAL SARDÁ,"Castillo, Catulo y Dean Funes",16.0,-34.6342818,-58.404212300000005,0 days 00:03:14.000000000,2019-05-14 18:59:25,92.0,Salcedo,Salcedo 2908,20.0,-34.6316444,-58.40533860000001,nuevo
229547_0,35.0,MASCULINO,2019-01-19 00:36:07,29.0,Parque Centenario,Patricias Argentinas y Carlos Finlay,,-34.6084590356008,-58.4345767879498,0 days 00:20:23.000000000,2019-01-19 00:56:30,96.0,Carlos Gardel,Guardia Vieja 3302,,-34.602891143934,-58.4115848948388,antiguo
92842,,,2019-04-25 05:17:59,163.0,ONCE II,"Mitre, Bartolome y Pueyrredon Av.",30.0,-34.6095663,-58.406430799999995,0 days 00:18:56.000000000,2019-04-25 05:36:55,6.0,Parque Lezama,"Garcia, Martin Av. 295",20.0,-34.628526,-58.369758,nuevo
221224,,,2019-07-02 19:38:55,264.0,CNEL. JUAN CRUZ CZETZ,"Balbin, Ricardo, Dr. Av. y Larralde, Crisologo Av.",16.0,-34.5559308,-58.4812325,0 days 00:14:11.000000000,2019-07-02 19:53:06,258.0,La Pampa,La Pampa 2250,16.0,-34.56559179999999,-58.455483799999996,nuevo
269156,,,2019-07-08 15:21:38,265.0,Plaza Don Segundo Sombra,Santander 2347,16.0,-34.641883299999996,-58.450658,0 days 01:41:16.000000000,2019-07-08 17:02:54,265.0,Plaza Don Segundo Sombra,Santander 2347,16.0,-34.641883299999996,-58.450658,nuevo
11137,,,2019-02-28 07:58:31,26.0,JUANA MANSO I,"Manso Juana y De La Barra,  Emma",24.0,-34.600460600000005,-58.3636593,0 days 00:12:09.000000000,2019-02-28 08:10:40,98.0,Moreno,Moreno 838,16.0,-34.6117981,-58.378471700000006,nuevo
402480,,,2019-07-27 21:07:29,193.0,ARENALES Y AGUERO,Arenales y Aguero,20.0,-34.5908626,-58.4061652,0 days 00:35:33.000000000,2019-07-27 21:43:02,134.0,DON BOSCO,Don Bosco 3490,20.0,-34.611801299999996,-58.4150532,nuevo
391774,,,2019-07-16 21:04:59,259.0,Club Excursionistas,Miñones 1818,16.0,-34.5580469,-58.4434052,0 days 00:19:29.000000000,2019-07-16 21:24:28,233.0,Plaza República De Mexico,La Pampa 693,24.0,-34.553976500000005,-58.43603670000001,nuevo
12978,,,2019-03-25 18:19:27,69.0,Ecuador,Ecuador 1226,16.0,-34.5961006,-58.4046092,0 days 00:20:37.000000000,2019-03-25 18:40:04,14.0,Pacifico,"Santa Fe Av. y Bullrich, Int. Av.",30.0,-34.577424,-58.426387,nuevo
279914,,,2019-06-21 14:07:02,55.0,Bouchard,Viamonte 101,20.0,-34.5994122,-58.36966404,0 days 00:27:16.000000000,2019-06-21 14:34:18,193.0,ARENALES Y AGUERO,Arenales y Aguero,20.0,-34.5908626,-58.4061652,nuevo
352897,,,2019-06-24 11:47:47,176.0,PINZÓN Y MARTÍN RODRIGUEZ,Pinzon 469,20.0,-34.634187299999994,-58.3611029,0 days 00:45:53.000000000,2019-06-24 12:33:40,153.0,JUAN MANUEL DE BLANES,"Blanes, Juan Manuel 383",16.0,-34.6307765,-58.3620701,nuevo
251322,,,2019-06-28 00:46:32,127.0,SANTOS DUMONT Y OTERO,"Dumont, Santos 4392",16.0,-34.5923884,-58.453077,0 days 00:20:59.000000000,2019-06-28 01:07:31,,Agronomia,,,,,nuevo
234900,,,2019-07-06 22:05:03,267.0,PLAZA VELEZ SARSFIELD,Chivilcoy y Avellaneda Av.,12.0,-34.629651200000005,-58.4835484,0 days 00:54:23.000000000,2019-07-06 22:59:26,297.0,QUIRNO,Quirno 781,16.0,-34.640978000000004,-58.466118,nuevo
11095,,,2019-07-30 15:14:26,146.0,HOSPITAL FRANCES,"Calvo, Carlos 3024",20.0,-34.6221118,-58.4078419,0 days 00:13:35.000000000,2019-07-30 15:28:01,171.0,Pasteur,Pasteur 519,20.0,-34.6032813,-58.399755299999995,nuevo
243953,,,2019-06-20 22:00:39,25.0,Plaza Guemes,"Salguero, Jeronimo y Mansilla, Lucio Norberto, General",24.0,-34.5894269,-58.416117799999995,0 days 00:22:49.000000000,2019-06-20 22:23:28,227.0,Aranguren,"Aranguren, Juan F., Dr. 137",20.0,-34.6105021,-58.4327935,nuevo
114479,,,2019-07-15 07:19:37,54.0,Acuña de Figueroa,"Lavalle y Acuña De Figueroa, Francisco",20.0,-34.598118299999996,-58.42198440000001,0 days 00:23:16.000000000,2019-07-15 07:42:53,242.0,MALBA,San Martin De Tours 3051,20.0,-34.5771741,-58.4032162,nuevo
170808,,,2019-06-25 05:54:38,175.0,Constitución,"Garay, Juan De Av. 1050",36.0,-34.6267408,-58.38093489999999,0 days 00:28:15.000000000,2019-06-25 06:22:53,273.0,GAINZA,"Gainza, Martin De, Gral. 494",16.0,-34.61668,-58.4466674,nuevo
169006,,,2019-05-16 14:06:00,19.0,PLAZA SAN MARTIN,Santa Fe Av. 750,24.0,-34.5956027,-58.3776353,0 days 00:02:15.000000000,2019-05-16 14:08:15,19.0,PLAZA SAN MARTIN,Santa Fe Av. 750,24.0,-34.5956027,-58.3776353,nuevo
535930_0,39.0,MASCULINO,2019-01-09 07:08:21,75.0,Plaza Primero de Mayo,Pichincha entre Adolfo Alsina y Moreno,,-34.6121235856114,-58.398904702934196,0 days 00:16:13.000000000,2019-01-09 07:24:34,74.0,Instituto Leloir,"Av. Patricias Argentinas 401, entre Juana de Ibarbourou y Av. Machado",,-34.604571775755,-58.434242799113996,antiguo
52833,,,2019-06-01 20:23:50,25.0,Plaza Guemes,"Salguero, Jeronimo y Mansilla, Lucio Norberto, General",24.0,-34.5894269,-58.416117799999995,0 days 22:39:08.000000000,2019-06-02 19:02:58,89.0,Cabello,Cabello 3082,20.0,-34.5825475,-58.405667099999995,nuevo
171321,,,2019-07-13 20:21:19,27.0,Montevideo,Cordoba Av. y Montevideo,16.0,-34.599068,-58.3900887,0 days 00:06:24.000000000,2019-07-13 20:27:43,69.0,Ecuador,Ecuador 1226,16.0,-34.5961006,-58.4046092,nuevo
193565,,,2019-07-12 14:14:54,65.0,Julián Álvarez,Guemes 3822,20.0,-34.5873124,-58.415787300000005,0 days 00:24:28.000000000,2019-07-12 14:39:22,254.0,PRIMERA JUNTA,Rivadavia Av. y Barco Centenera Del,16.0,-34.6206836,-58.4415718,nuevo
147818,,,2019-07-04 20:39:52,206.0,Fitz Roy & Gorriti,Fitz Roy y Gorriti,16.0,-34.5849119,-58.4372524,0 days 00:12:41.000000000,2019-07-04 20:52:33,206.0,Fitz Roy & Gorriti,Fitz Roy y Gorriti,16.0,-34.5849119,-58.4372524,nuevo
614619_0,19.0,MASCULINO,2019-02-02 13:50:52,121.0,Yatay,Yatay 925 entre Humahuaca y Guardia Vieja,,-34.6008183886904,-58.428267593013494,0 days 00:43:58.000000000,2019-02-02 14:34:50,121.0,Yatay,Yatay 925 entre Humahuaca y Guardia Vieja,,-34.6008183886904,-58.428267593013494,antiguo
12901,,,2019-05-10 18:49:57,94.0,GÚZMAN,Guzman 129,30.0,-34.591511,-58.449652,0 days 00:15:23.000000000,2019-05-10 19:05:20,205.0,F.J.Santamaria de Oro,Fray Justo Santamaria De Oro y Guatemala,16.0,-34.583273299999995,-58.427956200000004,nuevo
395883,,,2019-07-14 00:35:24,101.0,Fitz Roy,Fitz Roy 1092,20.0,-34.5891857,-58.4424397,0 days 01:11:48.000000000,2019-07-14 01:47:12,101.0,Fitz Roy,Fitz Roy 1092,20.0,-34.5891857,-58.4424397,nuevo
355770,,,2019-07-03 14:05:27,3.0,ADUANA,Moreno y Paseo Colon Av.,20.0,-34.611032,-58.3682604,0 days 00:15:05.000000000,2019-07-03 14:20:32,175.0,Constitución,"Garay, Juan De Av. 1050",36.0,-34.6267408,-58.38093489999999,nuevo
60514,,,2019-05-20 12:13:46,95.0,ESMERALDA,Esmeralda 516,16.0,-34.60211210000001,-58.37816779999999,0 days 00:37:41.000000000,2019-05-20 12:51:27,71.0,CERRITO,"Saenz Peña, Roque, Pres. Diagonal Norte Av. y Cerrito",30.0,-34.60266729999999,-58.3833559,nuevo
328171,,,2019-07-08 19:36:09,397.0,Artigas Y Melincue,"Artigas, Jose Gervasio, Gral. y Melincue",12.0,-34.5979984,-58.4856262,0 days 00:25:01.000000000,2019-07-08 20:01:10,278.0,MONROE,Superi 2519,16.0,-34.564083000000004,-58.469789,nuevo
141699,,,2019-07-02 14:41:02,,Ingeniero Butty,,,,,0 days 00:00:02.000000000,2019-07-02 14:41:04,3.0,ADUANA,Moreno y Paseo Colon Av.,20.0,-34.611032,-58.3682604,nuevo
7635,,,2019-06-22 00:54:59,206.0,Fitz Roy & Gorriti,Fitz Roy y Gorriti,16.0,-34.5849119,-58.4372524,0 days 00:12:49.000000000,2019-06-22 01:07:48,398.0,Gregoria Perez,"Perez, Gregoria 3314",16.0,-34.57618170000001,-58.45465079999999,nuevo
52566,,,2019-07-10 19:41:28,190.0,JUNCAL,"Juncal y Salguero, Jeronimo",20.0,-34.5850763,-58.41111360000001,0 days 00:15:24.000000000,2019-07-10 19:56:52,121.0,YATAY,Yatay 925,20.0,-34.601173200000005,-58.4285093,nuevo
601469_0,23.0,FEMENINO,2019-02-02 01:00:56,186.0,Catamarca,Adolfo Alsina 2910 y Catamarca,,-34.6125512856829,-58.40714252984551,0 days 00:12:36.000000000,2019-02-02 01:13:32,39.0,Congreso II,Av Rivadavia y Paraná,,-34.6089915917558,-58.3876529230089,antiguo
17626,,,2019-05-15 17:46:12,23.0,Suipacha,Suipacha y Viamonte,12.0,-34.600309499999995,-58.3793463,0 days 00:17:01.000000000,2019-05-15 18:03:13,117.0,HUMBERTO 1°,Peru 1016,16.0,-34.620100799999996,-58.3741759,nuevo
249894,,,2019-06-11 17:27:48,66.0,Billinghurst,"Carcova, De La 3508",20.0,-34.5945475,-58.4138713,0 days 00:44:15.000000000,2019-06-11 18:12:03,364.0,Matienzo Y Arce,"Matienzo, Benjamin, Teniente 1798",24.0,-34.568721999999994,-58.43438100000001,nuevo
381952,,,2019-07-23 21:40:27,383.0,Plaza Echeverria,Nahuel Huapi y Triunvirato Av.,20.0,-34.571621,-58.489026,0 days 00:05:04.000000000,2019-07-23 21:45:31,362.0,Holmberg,Holmberg 2725,16.0,-34.566746,-58.479108,nuevo
8426,,,2019-05-12 18:55:58,177.0,PLANETARIO,Sarmiento Av. 3866,12.0,-34.568015100000004,-58.41208,0 days 00:59:47.000000000,2019-05-12 19:55:45,46.0,Chile,Peru 718,18.0,-34.6163012,-58.37437489999999,nuevo
216492,,,2019-06-06 20:17:44,262.0,Plaza Saenz Peña,"Lamas, Andres y Escalada De San Martin, R.",16.0,-34.60962,-58.4673963,0 days 00:13:35.000000000,2019-06-06 20:31:19,375.0,Arregui Y Terrada,Arregui 2793,16.0,-34.6050537,-58.4847864,nuevo
86233,,,2019-07-03 12:13:27,19.0,PLAZA SAN MARTIN,Santa Fe Av. 750,24.0,-34.5956027,-58.3776353,0 days 00:02:27.000000000,2019-07-03 12:15:54,62.0,Córdoba,Maipu 820,20.0,-34.5985102,-58.376850100000006,nuevo
147214,,,2019-05-05 15:01:36,14.0,Pacifico,"Santa Fe Av. y Bullrich, Int. Av.",30.0,-34.577424,-58.426387,0 days 00:11:36.000000000,2019-05-05 15:13:12,56.0,Plaza Palermo Viejo,Costa Rica y Armenia,16.0,-34.588567,-58.425999,nuevo
41953,,,2019-03-29 15:26:45,12.0,Plaza Vicente Lopez,Parana y Juncal,16.0,-34.5927096,-58.38880699999999,0 days 00:28:33.000000000,2019-03-29 15:55:18,30.0,Peña,Peña y Azcuenaga,20.0,-34.5908211,-58.3973698,nuevo
216106,,,2019-06-11 21:32:25,143.0,BILLINGHURST Y VALENTÍN GOMEZ,Billinghurst 455,20.0,-34.604709,-58.415806999999994,0 days 00:55:12.000000000,2019-06-11 22:27:37,134.0,DON BOSCO,Don Bosco 3490,20.0,-34.611801299999996,-58.4150532,nuevo
107661_0,38.0,MASCULINO,2019-01-08 21:27:28,122.0,Costa Rica,Costa Rica 4090 y Acuña de Figueroa,,-34.5916244590276,-58.4204074371223,0 days 00:12:04.000000000,2019-01-08 21:39:32,54.0,Acuña de Figueroa,Lavalle y Acuña de Figueroa,,-34.5982221815643,-58.4217046052783,antiguo
195308,,,2019-05-31 14:29:04,230.0,PLAZA CASTELLI,Echeverria 3249,16.0,-34.5678255,-58.4645037,0 days 00:01:33.000000000,2019-05-31 14:30:37,230.0,PLAZA CASTELLI,Echeverria 3249,16.0,-34.5678255,-58.4645037,nuevo
77159,,,2019-04-02 16:09:43,14.0,Pacifico,"Santa Fe Av. y Bullrich, Int. Av.",30.0,-34.577424,-58.426387,0 days 01:12:29.000000000,2019-04-02 17:22:12,14.0,Pacifico,"Santa Fe Av. y Bullrich, Int. Av.",30.0,-34.577424,-58.426387,nuevo
143284,,,2019-05-28 13:55:17,295.0,Calasanz,San Jose De Calasanz y Valle,20.0,-34.624802,-58.43768299999999,0 days 00:33:17.000000000,2019-05-28 14:28:34,172.0,BRASIL,Brasil y Defensa,16.0,-34.625426000000004,-58.371081999999994,nuevo
325176,,,2019-06-19 00:56:39,302.0,PLAZA NUEVA POMPEYA,Traful 3800,16.0,-34.651955,-58.415423,0 days 00:31:56.000000000,2019-06-19 01:28:35,302.0,PLAZA NUEVA POMPEYA,Traful 3800,16.0,-34.651955,-58.415423,nuevo
92966,,,2019-06-12 17:44:25,121.0,YATAY,Yatay 925,20.0,-34.601173200000005,-58.4285093,0 days 00:33:32.000000000,2019-06-12 18:17:57,156.0,Plaza Alemania,Cavia 2939,20.0,-34.5775895,-58.4074696,nuevo
28219,,,2019-05-13 12:48:39,216.0,Coronel Diaz,Guemes 3330,20.0,-34.5900976,-58.4114907,0 days 00:18:24.000000000,2019-05-13 13:07:03,17.0,Plaza Almagro,Bulnes 441,20.0,-34.606410100000005,-58.418730599999996,nuevo
267429,,,2019-07-10 07:47:48,323.0,ECHEVERRIA,Vidal 1981,24.0,-34.565275,-58.459401,0 days 00:08:09.000000000,2019-07-10 07:55:57,274.0,Ciudad De La Paz,Ciudad De La Paz 2816,24.0,-34.5563511,-58.4630428,nuevo
131538,,,2019-04-27 04:21:05,175.0,Constitución,"Garay, Juan De Av. 1050",36.0,-34.6267408,-58.38093489999999,0 days 00:05:05.000000000,2019-04-27 04:26:10,59.0,Independencia,"Independencia Av. E Irigoyen, Bernardo De",20.0,-34.617771000000005,-58.3804546,nuevo
361742,,,2019-07-03 06:50:21,261.0,Plaza Bruno Giordano,"Bruno, Giordano y Neuquen",16.0,-34.616207,-58.4406995,0 days 00:33:57.000000000,2019-07-03 07:24:18,332.0,Nogoya Y Argerich,Argerich 3018,16.0,-34.602133,-58.490891000000005,nuevo
122482,,,2019-05-29 18:32:55,72.0,Venezuela,Peru 490,18.0,-34.613542100000004,-58.374663500000004,0 days 16:16:47.000000000,2019-05-30 10:49:42,46.0,Chile,Peru 718,18.0,-34.6163012,-58.37437489999999,nuevo
11539,,,2019-04-24 08:04:52,69.0,Ecuador,Ecuador 1226,16.0,-34.5961006,-58.4046092,0 days 00:22:28.000000000,2019-04-24 08:27:20,23.0,Suipacha,Suipacha y Viamonte,12.0,-34.600309499999995,-58.3793463,nuevo
233539,,,2019-06-10 19:10:09,186.0,MANZANA 66,Moreno 2875,20.0,-34.6136356,-58.40644150000001,0 days 00:12:05.000000000,2019-06-10 19:22:14,197.0,Quintino Bocayuva,Quintino Bocayuva y Don Bosco,20.0,-34.613448999999996,-58.423396999999994,nuevo
165000,,,2019-07-29 16:25:42,431.0,PARQUE DE LA MEMORIA,"Obligado Rafael, Av.Costanera 7201",20.0,-34.5430055,-58.4361167,0 days 01:57:00.000000000,2019-07-29 18:22:42,431.0,PARQUE DE LA MEMORIA,"Obligado Rafael, Av.Costanera 7201",20.0,-34.5430055,-58.4361167,nuevo
151205,,,2019-05-18 15:16:27,28.0,Plaza Boedo,"Calvo, Carlos 3310",20.0,-34.6231273,-58.4127377,0 days 00:16:21.000000000,2019-05-18 15:32:48,195.0,PLAZA MARTIN FIERRO,La Rioja y Cochabamba,20.0,-34.6260785,-58.407389,nuevo
5453,,,2019-07-05 14:20:16,121.0,YATAY,Yatay 925,20.0,-34.601173200000005,-58.4285093,0 days 02:22:04.000000000,2019-07-05 16:42:20,225.0,Lerma,Lerma 175,20.0,-34.5968511,-58.4295184,nuevo
157251,,,2019-06-25 15:53:33,150.0,VERA PEÑALOZA,"Vera Peñaloza,  Rosario y Cossettini, Olga",30.0,-34.618100299999995,-58.363138899999996,0 days 00:18:44.000000000,2019-06-25 16:12:17,427.0,PLAZA MATHEU,"Hernandarias y Araoz De Lamadrid, Gregorio, Gral.",24.0,-34.64072,-58.367461,nuevo
165649,,,2019-06-06 21:33:11,82.0,HOSPITAL ITALIANO,Rawson 394,20.0,-34.6078917,-58.4263947,0 days 00:22:51.000000000,2019-06-06 21:56:02,30.0,Peña,Peña y Azcuenaga,20.0,-34.5908211,-58.3973698,nuevo
405195,,,2019-07-15 20:58:18,434.0,Plaza Lucio Demare,O'Higgins 3750,12.0,-34.5457258,-58.4650865,0 days 00:18:29.000000000,2019-07-15 21:16:47,434.0,Plaza Lucio Demare,O'Higgins 3750,12.0,-34.5457258,-58.4650865,nuevo
109910,,,2019-05-29 14:59:48,286.0,BONIFACIO Y CARABOBO,"Bonifacio, Jose 1913",16.0,-34.6304712,-58.455111200000005,0 days 01:18:06.000000000,2019-05-29 16:17:54,298.0,Plazoleta 11 de Noviembre,Varela 401,16.0,-34.634443,-58.463437,nuevo
112266,,,2019-05-14 21:19:51,124.0,UGARTECHE,Ugarteche 3050,20.0,-34.580538,-58.411965,0 days 00:14:49.000000000,2019-05-14 21:34:40,101.0,Fitz Roy,Fitz Roy 1092,20.0,-34.5891857,-58.4424397,nuevo
373538,,,2019-07-16 09:44:00,162.0,LARREA Y BARTOLOMÉ MITRE,Larrea 80,20.0,-34.608985,-58.401924,0 days 00:47:14.000000000,2019-07-16 10:31:14,381.0,Plaza Nuestra Señora de la Asuncion,Gavilan 1300,16.0,-34.6153,-58.4665179,nuevo
285197,,,2019-06-20 23:43:08,46.0,Chile,Peru 718,18.0,-34.6163012,-58.37437489999999,0 days 00:02:39.000000000,2019-06-20 23:45:47,443.0,Balcarce,Balcarce y Chile Av.,18.0,-34.6157533,-58.3706184,nuevo
53055,,,2019-07-31 21:49:59,352.0,Guemes,Guemes 4718,28.0,-34.5807104,-58.4248291,0 days 00:14:23.000000000,2019-07-31 22:04:22,161.0,Humahuaca,Humahuaca 3912,20.0,-34.6020779,-58.419676100000004,nuevo
144193,,,2019-05-12 14:18:22,190.0,JUNCAL,"Juncal y Salguero, Jeronimo",20.0,-34.5850763,-58.41111360000001,0 days 00:43:17.000000000,2019-05-12 15:01:39,8.0,Congreso,"Cevallos, Virrey y Yrigoyen, Hipolito Av.",24.0,-34.6094218,-58.3893364,nuevo
94734,,,2019-06-28 13:54:07,115.0,QUINTANA,"Quintana, Manuel, Pres. Av. 600",16.0,-34.587800099999995,-58.39083620000001,0 days 00:31:31.000000000,2019-06-28 14:25:38,364.0,Matienzo Y Arce,"Matienzo, Benjamin, Teniente 1798",24.0,-34.568721999999994,-58.43438100000001,nuevo
44656,,,2019-07-29 17:09:00,297.0,QUIRNO,Quirno 781,16.0,-34.640978000000004,-58.466118,0 days 00:46:01.000000000,2019-07-29 17:55:01,328.0,Plaza Houssay,"Cordoba Av. y Uriburu Jose E., Pres.",16.0,-34.598549,-58.39735400000001,nuevo
119714,,,2019-05-28 18:17:21,291.0,UADE,Lima 750,16.0,-34.616985,-58.381620999999996,0 days 00:54:46.000000000,2019-05-28 19:12:07,2.0,Retiro I,"Ramos Mejia, Jose Maria, Dr. Av. y Del Libertador Av.",20.0,-34.59242329999999,-58.37471510000001,nuevo
122164,,,2019-05-07 15:09:55,2.0,Retiro I,"Ramos Mejia, Jose Maria, Dr. Av. y Del Libertador Av.",20.0,-34.59242329999999,-58.37471510000001,0 days 00:23:11.000000000,2019-05-07 15:33:06,175.0,Constitución,"Garay, Juan De Av. 1050",36.0,-34.6267408,-58.38093489999999,nuevo
340043,,,2019-07-18 13:57:42,214.0,Armenia y Gorriti,Armenia 1525,16.0,-34.5905808,-58.428962399999996,0 days 00:17:53.000000000,2019-07-18 14:15:35,204.0,Hipólito Yrigoyen,"Yrigoyen, Hipolito Av. 4300",24.0,-34.6148209,-58.4278453,nuevo
277968,,,2019-06-10 16:36:53,372.0,MARTÍ Y DIRECTORIO,"Marti, Jose 404",12.0,-34.636406,-58.470136,0 days 00:00:02.000000000,2019-06-10 16:36:55,372.0,MARTÍ Y DIRECTORIO,"Marti, Jose 404",12.0,-34.636406,-58.470136,nuevo
130170,,,2019-06-27 15:52:15,213.0,Acevedo,Acevedo 220,20.0,-34.5995649,-58.442536200000006,0 days 00:21:35.000000000,2019-06-27 16:13:50,231.0,PLAZA BENITO NAZAR,"Virasoro, Valentin y Figueroa, D. Apolinario, Coronel",16.0,-34.6051305,-58.445839799999995,nuevo
210126,,,2019-05-30 19:20:41,317.0,GIRIBONE,Giribone 1101,20.0,-34.5797368,-58.457814600000006,0 days 00:17:25.000000000,2019-05-30 19:38:06,386.0,Coghlan,Estomba 2647,8.0,-34.5656428,-58.475512,nuevo
61042,,,2019-05-03 03:46:23,63.0,Reconquista,Reconquista 76,20.0,-34.5987657,-58.3728605,0 days 00:07:22.000000000,2019-05-03 03:53:45,38.0,Plaza Libertad,Cerrito 990,20.0,-34.59704970000001,-58.38284029999999,nuevo
24832,,,2019-04-12 02:42:54,91.0,Pasco,Pasco 708,20.0,-34.6174482,-58.397602,0 days 00:25:19.000000000,2019-04-12 03:08:13,228.0,Madero UCA,"Moreau De Justo, Alicia Av. 1600",20.0,-34.6162819,-58.365744400000004,nuevo
234379,,,2019-06-30 13:10:04,268.0,GARCIA DEL RIO,Garcia Del Rio y Pinto,28.0,-34.5500734,-58.476643,0 days 00:07:53.000000000,2019-06-30 13:17:57,274.0,Ciudad De La Paz,Ciudad De La Paz 2816,24.0,-34.5563511,-58.4630428,nuevo
18631,,,2019-04-05 13:07:25,12.0,Plaza Vicente Lopez,Parana y Juncal,16.0,-34.5927096,-58.38880699999999,0 days 00:15:23.000000000,2019-04-05 13:22:48,42.0,Diagonal Norte,"Saenz Peña, Roque, Pres. Diagonal Norte Av. y Suipacha",24.0,-34.604447,-58.38003248,nuevo
188157,,,2019-05-23 15:02:00,6.0,Parque Lezama,"Garcia, Martin Av. 295",20.0,-34.628526,-58.369758,0 days 00:10:01.000000000,2019-05-23 15:12:01,292.0,PLAZA RICARDO LLERAS,"Samperio, Manuel J. y Herrera",20.0,-34.634796,-58.378108999999995,nuevo
150879,,,2019-06-12 19:49:18,208.0,RAVIGNANI,"Ravignani, Emilio, Dr. y Costa Rica",20.0,-34.58047020000001,-58.43799250000001,0 days 00:23:33.000000000,2019-06-12 20:12:51,316.0,SAN MARTIN,Cucha Cucha 1471,16.0,-34.605638,-58.45336089999999,nuevo
279608,,,2019-07-29 18:40:09,161.0,Humahuaca,Humahuaca 3912,20.0,-34.6020779,-58.419676100000004,0 days 00:29:37.000000000,2019-07-29 19:09:46,272.0,PLAZA MALAVER,Heredia 328,20.0,-34.5883744,-58.46686510000001,nuevo
35590,,,2019-07-02 20:05:38,30.0,Peña,Peña y Azcuenaga,20.0,-34.5908211,-58.3973698,0 days 00:16:01.000000000,2019-07-02 20:21:39,84.0,Lavalle,Ayacucho 595,20.0,-34.602320299999995,-58.395514399999996,nuevo
125792,,,2019-05-22 16:28:17,104.0,Federico Lacroze,Guzman Av. 1100,30.0,-34.587617,-58.455212,0 days 00:31:24.000000000,2019-05-22 16:59:41,248.0,Plaza Zapiola,Donado 2001,20.0,-34.5738411,-58.4742812,nuevo
11094,,,2019-06-12 21:30:55,301.0,HOMERO MANZI,Barco Centenera Del 2292,20.0,-34.644841,-58.431785,0 days 00:30:46.000000000,2019-06-12 22:01:41,167.0,PLAZA 24 DE SEPTIEMBRE,San Martin Av. 1355,16.0,-34.6070594,-58.4485709,nuevo
118007,,,2019-06-11 08:59:47,112.0,9 de Julio,"Irigoyen, Bernardo De 320",16.0,-34.612075,-58.380384,0 days 00:15:52.000000000,2019-06-11 09:15:39,27.0,Montevideo,Cordoba Av. y Montevideo,16.0,-34.599068,-58.3900887,nuevo
284897,,,2019-07-07 00:18:37,56.0,Plaza Palermo Viejo,Costa Rica y Armenia,16.0,-34.588567,-58.425999,0 days 00:18:55.000000000,2019-07-07 00:37:32,44.0,Ecoparque,Del Libertador Av. 3260,20.0,-34.5755148,-58.413882900000004,nuevo
34671,,,2019-06-11 11:15:50,32.0,Catedral,San Martin 67,16.0,-34.60720739999999,-58.37359839999999,0 days 00:04:52.000000000,2019-06-11 11:20:42,63.0,Reconquista,Reconquista 76,20.0,-34.5987657,-58.3728605,nuevo
172276,,,2019-06-10 16:44:20,69.0,Ecuador,Ecuador 1226,16.0,-34.5961006,-58.4046092,0 days 00:19:27.000000000,2019-06-10 17:03:47,171.0,Pasteur,Pasteur 519,20.0,-34.6032813,-58.399755299999995,nuevo
